query_rows,rows,layers,candidate,control_us,candidate_us,ratio,ratio_min,ratio_max,noise_floor,decision
1,1,1,3,376.25,271.75,0.7904217525961013,0.5547594677584442,1.2274774774774775,0.4452405322415558,calibration
1,1,1,4,295.5,318.75,1.0847144226818244,0.6308316430020284,1.198165137614679,0.4452405322415558,inconclusive
1,1,24,3,273.2916666666667,281.6770833333333,1.009242807923818,0.9433469775167587,1.0416666666666665,0.05665302248324133,calibration
1,1,24,4,290.1770833333333,279.69791666666663,0.9695829092890467,0.958906967042136,1.015645452845478,0.05665302248324133,inconclusive
1,16,1,3,243.0,240.25,1.0038625080700818,0.9734151329243353,1.0701357466063348,0.07013574660633481,calibration
1,16,1,4,236.5,264.5,1.1190914505387406,1.0886363636363636,1.275025278058645,0.07013574660633481,slower
1,16,24,3,273.9583333333333,260.9583333333333,0.9526767844458486,0.7632229944634232,1.023394683026585,0.23677700553657677,calibration
1,16,24,4,254.10416666666669,261.3854166666667,1.0285900154744576,0.995696789142668,1.0887308703045295,0.23677700553657677,inconclusive
1,64,1,3,228.75,254.0,1.0796739535639523,0.9412915851272016,2.794050343249428,1.794050343249428,calibration
1,64,1,4,281.75,318.5,1.1658252113784764,1.1020036429872495,1.2267206477732793,1.794050343249428,inconclusive
1,64,24,3,272.5208333333333,272.64583333333337,0.9909796276789968,0.9845146284734972,1.0082790341126866,0.05,calibration
1,64,24,4,291.1145833333333,284.92708333333337,1.0108912992990504,0.9410598290598291,1.0256603773584905,0.05,inconclusive
1,256,1,3,372.5,392.75,0.9674736531074559,0.920704845814978,2.904090267983075,1.904090267983075,calibration
1,256,1,4,375.25,418.0,1.1049796044507145,1.1037735849056605,1.1358024691358024,1.904090267983075,inconclusive
1,256,24,3,286.63541666666663,297.8229166666667,1.0205726061176228,0.9250369494531481,1.0730038576315597,0.07496305054685193,calibration
1,256,24,4,291.9166666666667,323.63541666666663,1.0626057030103189,1.0138293375203817,1.1437604477069552,0.07496305054685193,inconclusive
1,1024,1,3,747.75,744.75,0.9961362683675666,0.9845947756195579,1.0173564753004005,0.05,calibration
1,1024,1,4,747.5,786.5,1.0503046278326527,1.0409670920080591,1.0689655172413792,0.05,slower
1,1024,24,3,747.1458333333334,746.4583333333333,0.9993159804082241,0.9987176270524936,1.000053079964967,0.05,calibration
1,1024,24,4,746.0729166666666,775.5833333333334,1.0375294726040702,1.0338425631232762,1.0416014314471036,0.05,inconclusive
1,4096,1,3,2504.25,2480.75,0.989695111504327,0.9800039596119581,1.0373486558588139,0.05,calibration
1,4096,1,4,2461.25,2494.5,1.012850461966614,0.911737776963926,1.025143090760425,0.05,inconclusive
1,4096,24,3,2672.135416666667,2671.375,0.9995737740209827,0.995050284608635,0.9997423505437963,0.05,calibration
1,4096,24,4,2667.78125,2695.7604166666665,1.0102491449933289,1.0067588511465098,1.0106403740915086,0.05,inconclusive
16,16,1,3,510.5,517.0,0.9990819482025513,0.9913544668587896,1.3522954091816368,0.3522954091816368,calibration
16,16,1,4,510.0,419.75,0.8041227229146692,0.7773319959879639,2.8587746625129804,0.3522954091816368,inconclusive
16,16,24,3,394.78125,394.9479166666667,1.0004244479478137,0.9896679983468797,1.0022765777213045,0.05,calibration
16,16,24,4,394.7395833333333,310.21875,0.7634192758202626,0.7421860465116279,0.8086533889798724,0.05,faster
64,64,1,3,1605.5,1600.25,0.9926037480224257,0.9918625678119349,1.0370707991491948,0.05,calibration
64,64,1,4,1658.25,1122.75,0.6800846463715633,0.6714628297362111,0.7002510985561833,0.05,faster
64,64,24,3,1461.9479166666667,1459.8333333333333,0.99855394947514,0.9968495630728879,1.0010761052768054,0.05,calibration
64,64,24,4,1457.9791666666665,983.9583333333333,0.6755669850093236,0.6748770585544374,0.687034450651769,0.05,faster
256,256,1,3,6708.5,6712.25,1.0005594092638175,0.9977880841955048,1.0011204900276387,0.05,calibration
256,256,1,4,6713.25,4622.25,0.6882657365744589,0.6826902503387775,0.6893363161819538,0.05,faster
256,256,24,3,6543.197916666666,6542.447916666667,0.9998742334041119,0.9994091148258718,1.0000222925676578,0.05,calibration
256,256,24,4,6542.145833333333,4498.572916666666,0.6876277824417674,0.6828265695964297,0.6876301726718598,0.05,faster
1024,1024,1,3,38393.25,38394.25,1.0003126381572052,0.9996224007499902,1.0022113951893286,0.05,calibration
1024,1024,1,4,38408.5,29773.5,0.7751139279009742,0.7694179919185236,0.775307227660904,0.05,faster
1024,1024,24,3,38275.052083333336,38268.760416666664,1.0000152785599359,0.9995531666389096,1.0103596488747593,0.05,calibration
1024,1024,24,4,38266.76041666667,29627.3125,0.7743665679099144,0.7739609051537581,0.7819079841404339,0.05,faster
4096,4096,1,3,348727.5,348757.25,1.000088894287917,0.9998537531668892,1.008746273768939,0.05,calibration
4096,4096,1,4,348731.0,312372.75,0.8956989766929916,0.8951083049998472,0.8957803711048118,0.05,faster
4096,4096,24,3,348588.8958333333,348549.0625,0.9998894228066284,0.9997528374541136,1.0000023311040407,0.05,calibration
4096,4096,24,4,354275.59375,317393.0416666667,0.8957110974805989,0.890606007150642,0.8960516934871579,0.05,faster
4,64,1,3,303.5,286.25,0.9668556701030928,0.3278592375366569,0.99185667752443,0.6721407624633431,calibration
4,64,1,4,295.0,303.5,1.0286239805956692,1.008641975308642,1.0504504504504504,0.6721407624633431,inconclusive
4,64,24,3,257.08333333333337,253.82291666666669,0.9861892285530236,0.9647264909626562,1.0107251876907846,0.05,calibration
4,64,24,4,251.92708333333334,257.65625,1.0447942172846612,0.950581858759764,1.064551422319475,0.05,inconclusive
16,256,1,3,668.0,672.25,1.0071418311098341,0.9955257270693513,1.4688204357625845,0.4688204357625845,calibration
16,256,1,4,669.0,575.0,0.8542586468853338,0.8087837837837838,0.8683220466516177,0.4688204357625845,inconclusive
16,256,24,3,617.1458333333334,616.8958333333334,0.9991263574456832,0.9963635193409281,1.000917495941845,0.05,calibration
