query_rows,rows,layers,candidate,control_us,candidate_us,ratio,ratio_min,ratio_max,noise_floor,decision
16,16,1,9,312.0,252.25,0.8441544434857635,0.3793859649122807,1.0086021505376344,0.6206140350877193,calibration
16,16,24,9,190.63541666666669,186.08333333333331,0.9787533875015859,0.9475496152288375,1.0177075855467816,0.052450384771162484,calibration
64,64,1,9,378.5,397.5,1.0059576992880077,1.0,3.5909712722298224,2.5909712722298224,calibration
64,64,24,9,281.7708333333333,282.11458333333337,1.0012200341252364,1.00014744913005,1.003713882492758,0.05,calibration
64,1024,1,9,767.25,755.25,1.002307841375544,0.728035538005923,1.44769330734243,0.44769330734243007,calibration
64,1024,24,9,680.1354166666666,679.5104166666667,0.9997539319073825,0.9982601263697691,1.0002154044988771,0.05,calibration
