query_rows,rows,layers,candidate,control_us,candidate_us,ratio,ratio_min,ratio_max,noise_floor,decision
16,16,1,9,684.0,680.0,0.9927141075797511,0.9821428571428571,0.9970348406226834,0.05,calibration
16,16,24,9,190.97916666666669,189.30208333333334,0.9901069386038328,0.9615096760397732,1.0974192827617024,0.09741928276170242,calibration
64,64,1,9,381.0,381.75,1.0026351686507935,0.2844175491679274,1.0172185430463576,0.7155824508320726,calibration
64,64,24,9,282.1770833333333,282.2291666666667,1.0001105893475748,0.9989666371420137,1.0033242225012928,0.05,calibration
64,1024,1,9,756.0,754.25,0.9946064344227238,0.9798107255520505,1.0,0.05,calibration
64,1024,24,9,682.4791666666666,682.5833333333333,0.9999847048630089,0.9993901137437867,1.0009473169539176,0.05,calibration
