query_rows,rows,layers,candidate,control_us,candidate_us,ratio,ratio_min,ratio_max,noise_floor,decision
16,16,1,22,1927.0,1919.5,1.0027485040843431,0.9815762538382804,1.0118801652892562,0.05,calibration
16,16,1,23,1936.0,2206.5,1.1371824106077604,1.1161552117676896,1.1644364384971693,0.05,slower
16,16,1,24,1925.5,3062.75,1.590493703655354,1.5784035133040557,1.6332370700971384,0.05,slower
16,16,24,22,1770.8645833333335,1768.2291666666667,0.9989829088776024,0.9966447298713224,1.0012973227974997,0.05,calibration
16,16,24,23,1770.5,2008.1979166666667,1.1340544341186027,1.1335818613730977,1.1349282972661126,0.05,slower
16,16,24,24,1770.9166666666665,2857.572916666667,1.6136120114013268,1.6093902453360291,1.6233550500111922,0.05,slower
256,256,1,22,26202.5,26188.0,0.9999522696725416,0.9987602754095859,1.0001144252040584,0.05,calibration
256,256,1,23,26200.0,29825.75,1.1387688091848975,1.1367485505035093,1.1397040572792363,0.05,slower
256,256,1,24,26197.0,37053.5,1.4149571577935722,1.4075345731998092,1.4196474609934495,0.05,slower
256,256,24,22,25612.197916666664,25623.583333333336,1.0008372485375139,0.9997421384773317,1.0027365430940498,0.05,calibration
256,256,24,23,25587.385416666664,28838.479166666664,1.1268190066115478,1.1236285738470255,1.1290970117639392,0.05,slower
256,256,24,24,25641.5625,39035.40625,1.5223529017395376,1.5059325717325445,1.5330496033265497,0.05,slower
16,256,1,22,2060.75,2078.0,0.9954833381628514,0.9870441458733206,1.045153374233129,0.05,calibration
16,256,1,23,2103.0,2345.0,1.1069135714562217,1.0978184377199156,1.1476885644768857,0.05,slower
16,256,1,24,2114.75,3250.5,1.5345140585232655,1.5201972757162987,1.5515684410646389,0.05,slower
16,256,24,22,1807.3958333333335,1808.2291666666665,1.000576687397789,0.999251410802718,1.002355114292311,0.05,calibration
16,256,24,23,1807.3541666666665,2045.7916666666665,1.131914705428918,1.1305923777961888,1.1335181015070155,0.05,slower
16,256,24,24,1806.6770833333333,2910.9479166666665,1.611669870612797,1.6059751323969604,1.6185688259576136,0.05,slower
64,4096,1,22,9347.75,9344.5,0.9994125075495525,0.9975415530971087,1.0051025888924696,0.05,calibration
64,4096,1,23,9354.75,10813.25,1.155562432393968,1.1534571778357374,1.1564039408866995,0.05,slower
64,4096,1,24,9321.75,12996.5,1.3917889228568505,1.387888531618435,1.3980227810015045,0.05,slower
64,4096,24,22,9042.59375,9038.354166666668,0.9995599529527306,0.9992144757604725,0.9997718641693091,0.05,calibration
64,4096,24,23,9035.739583333332,10142.9375,1.1225354799202056,1.121640967005,1.1262711316993947,0.05,slower
64,4096,24,24,9036.947916666666,12389.979166666666,1.370909717746951,1.3688883054793668,1.3724903207964603,0.05,slower
