query_rows,rows,layers,candidate,control_us,candidate_us,ratio,ratio_min,ratio_max,noise_floor,decision
16,256,1,0,928.75,925.5,0.9965008900659825,0.9812734082397003,1.0049046321525885,0.05,calibration
16,256,1,2,929.75,855.5,0.9196915451729069,0.9113247863247863,0.9273021001615509,0.05,faster
16,256,24,0,778.59375,780.53125,1.0011397347096258,0.9981676713492845,1.0566405728178685,0.056640572817868495,calibration
16,256,24,2,779.2604166666667,717.8333333333334,0.9235351539907377,0.9092725287019523,1.1360684769775677,0.056640572817868495,inconclusive
16,1024,1,0,1259.25,1260.25,1.0002117579578753,0.9882629107981221,1.003187250996016,0.05,calibration
16,1024,1,2,1254.5,945.25,0.7538943103727918,0.741986545310645,0.7630197819943481,0.05,faster
16,1024,24,0,1114.8645833333333,1122.1041666666665,1.0023575069446662,0.9987451538591202,1.0102733340791288,0.05,calibration
16,1024,24,2,1117.1875,801.8020833333333,0.7177264451418424,0.7146576753769786,0.7454738111332372,0.05,faster
16,4096,1,0,2527.25,2522.75,0.9955507130640882,0.9925460965084347,1.0049662296384585,0.05,calibration
16,4096,1,2,2528.5,1267.0,0.5021734433780305,0.497344088136927,0.5107580937060124,0.05,faster
16,4096,24,0,2380.614583333333,2384.5625,0.9997201291247231,0.9770516678459087,1.0140240913229217,0.05,calibration
16,4096,24,2,2380.447916666667,1121.2083333333333,0.4706070432260183,0.46428971374917083,0.472308714970437,0.05,faster
64,1024,1,0,1793.25,1795.0,1.0009773399250688,0.9927937915742794,1.0094972067039105,0.05,calibration
64,1024,1,3,1780.25,1527.0,0.8590932628055312,0.8448900027847396,0.8770792218776431,0.05,faster
64,1024,24,0,1657.1666666666667,1657.75,1.0004590234571478,0.9987432607356953,1.001722338860742,0.05,calibration
64,1024,24,3,1658.0833333333333,1402.1041666666667,0.8447402087726457,0.8435831223205557,0.8481928618987199,0.05,faster
64,4096,1,0,3058.75,3053.0,0.9961565629851523,0.9829197550757331,1.0011441647597255,0.05,calibration
64,4096,1,3,3066.75,2083.25,0.6793039063560363,0.6760287393860223,0.6872969460688759,0.05,faster
64,4096,24,0,2925.666666666667,2933.1041666666665,1.0022060029412276,0.9998218916531305,1.0049296527159395,0.05,calibration
64,4096,24,3,2936.395833333333,1957.3229166666667,0.666576975895989,0.6648364461215578,0.6680034476126707,0.05,faster
256,1024,1,0,5211.0,5200.25,0.9979421373818167,0.9917734838339392,1.0115109305474947,0.05,calibration
256,1024,1,3,5210.75,4918.5,0.943824507183854,0.9381472957422324,0.9506268081002893,0.05,faster
256,1024,24,0,5034.46875,5031.614583333334,0.9997577407018619,0.9991148356034629,1.0009323798688097,0.05,calibration
256,1024,24,3,5043.3125,4745.8125,0.9422254911641675,0.9395247666965216,0.9475441735445199,0.05,faster
256,4096,1,0,7721.0,7752.0,1.0057616219989332,0.9947552447552448,1.0143782383419688,0.05,calibration
256,4096,1,3,7734.75,6882.25,0.8879105567922922,0.8794927351516696,0.8955486138227255,0.05,faster
256,4096,24,0,7535.916666666666,7554.34375,1.0023135855110883,1.0006495678300842,1.0072552360510274,0.05,calibration
256,4096,24,3,7540.635416666666,6709.583333333333,0.8897146776496706,0.8894285966616621,0.8902705061082024,0.05,faster
15,256,1,0,1144.25,1132.25,0.9894981337398601,0.9807271134472185,1.0030487804878048,0.05,calibration
15,256,1,2,1145.75,1068.0,0.9308834092729388,0.926585577758471,0.9377466023673827,0.05,faster
15,256,24,0,968.2604166666666,967.84375,1.0000967672304961,0.9980446507230496,1.0005600068923926,0.05,calibration
15,256,24,2,968.3333333333333,899.9791666666666,0.9303461289436087,0.9278667383127353,0.9308784555385577,0.05,faster
17,256,1,0,1017.5,1018.0,1.0012310458121711,0.9912152269399708,1.0078740157480315,0.05,calibration
17,256,1,2,1019.5,947.25,0.9311753103608307,0.9288518155053974,0.9333333333333333,0.05,faster
17,256,24,0,874.5208333333333,872.7083333333333,0.9978799149954691,0.9971176750833731,1.000047730418596,0.05,calibration
17,256,24,2,873.875,804.7604166666667,0.9209218092370044,0.9196779495486054,0.9221445443916872,0.05,faster
65,4096,1,0,3266.25,3272.25,1.00260277534727,1.0004587155963303,1.0056931835667027,0.05,calibration
65,4096,1,3,3263.5,2550.25,0.7807882526626595,0.7769949456272017,0.7849808429118774,0.05,faster
65,4096,24,0,3128.7083333333335,3128.7083333333335,1.0003565231911469,0.9985686705279276,1.0012521146084477,0.05,calibration
65,4096,24,3,3134.6875,2417.072916666667,0.7715058971344979,0.7702532150069082,0.7728441613814421,0.05,faster
255,4096,1,0,7711.0,7719.25,1.0003572614828624,0.9976022292787247,1.0064377682403434,0.05,calibration
255,4096,1,3,7734.0,6889.5,0.8909224949942117,0.8877708978328174,0.8954210322079937,0.05,faster
255,4096,24,0,7554.71875,7556.854166666667,0.9997213584787427,0.9991819601556755,1.0005378182780988,0.05,calibration
255,4096,24,3,7559.791666666667,6720.885416666667,0.889536565649129,0.8889185838269734,0.8899681823073761,0.05,faster
