query_rows,rows,variant,active_us_per_call,gqa_share_percent,mlp_share_percent,iterations,dispatches,active_us,enclosing_us,gap_us,gap_share_percent
256,256,0,4518.68232,3.811548318802814,78.71557122431213,25,400,112967.058,113248.292,281.234,0.24833398811877888
256,256,20,40599.72,1.4101942574973423,85.22502598540089,25,425,1014993.0,1015262.625,269.625,0.026557167905200883
64,4096,3,1939.4088000000002,39.52604525667822,50.1378028190859,25,425,48485.22,48711.416,226.196,0.4643593197947684
64,4096,20,12222.90628,20.591939284672318,68.53751708550284,25,425,305572.657,306043.958,471.301,0.1539978123011989
1,4096,0,327.27858000000003,19.50224179046487,59.53015623570599,100,1600,32727.858,40722.584,7994.726,19.63216774259708
1,4096,20,341.47334,18.579418235110243,55.75192195092009,100,1700,34147.334,47381.542,13234.208,27.931146689991643
