query_rows,rows,layers,candidate,control_us,candidate_us,ratio,ratio_min,ratio_max,noise_floor,decision
16,16,1,9,324.75,329.5,1.0176722421346076,0.7462462462462462,1.825136612021858,0.825136612021858,calibration
16,16,1,14,337.25,402.25,1.1909225006265196,1.1512968299711817,2.165775401069519,0.825136612021858,inconclusive
16,16,1,15,336.75,424.5,1.2741754122938531,0.7033773861967695,1.3046153846153845,0.825136612021858,inconclusive
16,16,24,9,51.645833333333336,51.75,1.0036466774716368,0.9963840899959822,1.0109046849757675,0.05,calibration
16,16,24,14,52.83333333333333,70.35416666666666,1.334210620510203,1.2476014760147602,1.3595324465941152,0.05,slower
16,16,24,15,51.6875,78.13541666666667,1.5124896086449577,1.3772477064220183,1.5192541548439404,0.05,slower
64,64,1,9,399.5,396.5,1.0027051397655544,0.9693251533742331,1.0677570093457944,0.06775700934579443,calibration
64,64,1,14,399.0,332.25,0.8596134127701098,0.7804444444444445,0.9356846473029046,0.06775700934579443,faster
64,64,1,15,407.5,359.75,0.8734389581217121,0.8051470588235294,0.9026217228464419,0.06775700934579443,faster
64,64,24,9,98.04166666666666,98.05208333333333,1.0001062473438165,0.9934433164128594,1.0070272572402046,0.05,calibration
64,64,24,14,98.17708333333333,73.33333333333333,0.7474800131990518,0.7442845046570702,0.7569310122501612,0.05,faster
64,64,24,15,98.26041666666666,84.89583333333333,0.8665566029545358,0.8602878916172735,0.875566098770757,0.05,faster
1024,1024,1,9,1342.0,1316.0,0.9809644670050761,0.9519825391051291,1.0327996876220227,0.05,calibration
1024,1024,1,14,1303.75,975.25,0.7480394319794678,0.7367811655731378,0.7577142857142857,0.05,faster
1024,1024,1,15,1308.5,1096.25,0.8378012061606679,0.7840323767476085,1.1823461091753775,0.05,inconclusive
1024,1024,24,9,1100.9479166666665,1101.8645833333333,1.0008326256892546,1.0004160363086232,1.0010997762524176,0.05,calibration
1024,1024,24,14,1100.46875,776.125,0.7054619335114998,0.704302802396115,0.7057942720673248,0.05,faster
1024,1024,24,15,1101.6041666666667,898.59375,0.8151569422371915,0.8148861811655805,0.817456406368461,0.05,faster
64,4096,1,9,234.25,227.0,0.977583089973578,0.9464668094218416,0.9979123173277662,0.05353319057815842,calibration
64,4096,1,14,243.25,222.75,0.8902298261485737,0.77737881508079,0.9398340248962656,0.05353319057815842,faster
64,4096,1,15,230.75,218.5,0.8862908602604915,0.4101174345076784,0.9932885906040269,0.05353319057815842,faster
64,4096,24,9,98.1875,98.38541666666666,1.0013778168456717,0.9957564184171441,1.0023339698705707,0.05,calibration
64,4096,24,14,98.39583333333333,73.34375,0.7446078667108949,0.7427543896763275,0.8459419368510277,0.05,faster
64,4096,24,15,98.32291666666666,84.34375,0.85946724108264,0.8423832664272132,0.8658201058201057,0.05,faster
